aX,aY,aZ,gX,gY,gZ
0.982,0.467,0.016,-96.107,-40.550,-208.031
0.741,0.505,0.063,-95.931,-27.321,-224.908
0.499,0.595,0.126,-95.504,-14.122,-229.099
0.275,0.704,0.172,-90.397,-4.817,-222.321
0.103,0.803,0.251,-82.160,4.771,-204.389
0.031,0.866,0.292,-61.977,20.733,-177.015
0.015,0.951,0.325,-33.374,39.618,-151.977
-0.019,0.973,0.310,-12.824,47.664,-131.313
-0.044,1.014,0.279,1.847,44.069,-109.069
-0.050,1.018,0.227,10.015,38.618,-90.588
-0.037,1.016,0.166,13.672,30.183,-69.252
-0.045,1.023,0.161,15.061,27.603,-47.267
0.056,0.994,0.141,16.168,24.168,-33.122
0.139,0.974,0.142,19.580,24.046,-26.168
0.218,0.945,0.128,22.863,27.679,-28.237
0.205,0.950,0.135,25.771,31.611,-32.031
0.207,0.937,0.122,29.038,36.893,-38.733
0.165,0.952,0.111,29.870,39.107,-45.969
0.190,0.966,0.052,29.756,46.115,-53.450
0.132,0.927,0.023,27.580,49.053,-53.901
0.144,0.864,0.036,27.603,57.916,-53.595
0.244,0.962,0.032,36.137,102.145,-73.733
0.134,0.967,0.049,25.496,81.038,-81.847
0.029,0.968,0.059,19.695,71.191,-83.855
0.078,0.953,0.072,25.450,72.626,-86.313
0.078,0.962,0.082,21.817,71.405,-112.130
0.034,0.946,0.131,12.397,31.878,-127.458
-0.121,0.935,0.148,14.595,3.489,-131.176
-0.123,0.987,0.121,19.504,-12.481,-127.824
-0.198,0.993,0.088,24.687,-15.458,-115.115

-0.732,0.996,0.119,8.496,-51.756,150.878
-0.698,1.014,0.087,-4.542,-101.756,206.450
-0.885,1.030,0.243,-2.687,-117.702,250.130
-1.143,0.893,0.325,14.565,-160.053,250.130
-1.080,0.640,0.308,48.931,-176.282,250.130
-0.495,0.230,0.185,103.603,-140.679,250.130
0.398,-0.050,-0.167,144.267,-99.687,250.130
1.335,-0.139,-0.548,137.679,-45.664,250.130
2.000,0.033,-0.772,82.275,12.313,250.130
2.000,0.187,-0.675,8.947,25.626,206.702
1.947,0.342,-0.295,-27.489,42.053,71.817
1.365,0.543,-0.023,-28.473,34.824,15.832
0.978,0.636,0.124,-13.786,26.603,2.427
0.948,0.642,0.151,3.511,17.802,2.008
1.153,0.579,0.074,14.901,14.344,-7.511
1.394,0.530,-0.031,14.435,13.962,-33.412
1.530,0.496,-0.039,6.557,9.542,-75.588
1.473,0.478,-0.048,-0.603,-10.115,-118.321
1.296,0.469,-0.120,-12.557,-38.191,-150.023
1.105,0.488,-0.223,-24.336,-40.405,-174.099
0.855,0.518,-0.197,-34.496,-29.076,-186.481
0.662,0.542,-0.139,-41.832,-28.885,-189.847
0.509,0.591,-0.139,-48.038,-32.939,-188.847
0.382,0.666,-0.136,-53.580,-26.443,-183.992
0.234,0.746,-0.107,-55.954,-17.511,-173.107
0.084,0.827,-0.077,-56.519,-8.725,-154.573
0.017,0.899,-0.069,-56.221,-3.412,-129.985
0.035,0.934,-0.043,-51.450,11.092,-102.679
0.110,0.950,-0.020,-46.466,23.061,-79.443
0.214,0.928,0.004,-39.313,33.145,-68.603
