aX,aY,aZ,gX,gY,gZ
0.029,1.156,0.991,61.870,42.198,7.137
-0.155,1.023,1.112,129.748,45.718,19.710
-0.133,0.956,1.345,222.122,45.802,32.290
-0.199,0.819,1.353,250.130,53.130,52.412
-0.232,0.570,1.212,250.130,44.756,78.130
-0.139,0.310,0.865,250.130,15.924,92.885
-0.043,-0.017,0.242,250.130,-50.374,94.618
0.137,-0.109,-0.610,250.130,-113.191,68.817
0.179,0.017,-1.566,250.130,-139.214,41.328
0.107,0.287,-2.000,250.130,-151.053,24.832
0.176,0.231,-2.000,132.924,-68.580,13.695
0.034,0.259,-1.987,-11.802,-11.458,-6.328
-0.125,0.333,-1.253,-84.366,-1.237,-7.237
-0.112,0.433,-0.958,-105.122,-7.336,-1.855
-0.060,0.521,-0.859,-116.954,-12.840,-1.069
-0.035,0.559,-0.897,-128.328,-13.023,-2.420
0.011,0.601,-0.987,-152.611,-4.634,-4.122
0.027,0.648,-0.961,-190.824,15.313,-9.824
0.033,0.680,-0.916,-229.275,32.237,-14.023
0.032,0.717,-0.728,-250.137,40.695,-18.389
0.017,0.725,-0.620,-250.137,44.740,-23.115
0.010,0.731,-0.471,-250.137,54.397,-28.649
-0.085,0.742,-0.238,-250.137,57.198,-30.908
-0.162,0.781,0.037,-250.137,43.206,-26.115
-0.206,0.819,0.249,-250.137,23.420,-12.931
-0.109,0.883,0.423,-250.137,17.282,2.641
-0.042,0.869,0.589,-220.779,13.786,6.321
-0.008,0.920,0.642,-178.969,6.618,2.641
0.029,1.007,0.630,-147.153,3.649,-2.641
-0.021,0.977,0.609,-111.916,5.817,-4.771
-0.025,1.000,0.548,-82.573,7.481,-2.198
0.005,0.982,0.500,-62.664,9.298,1.878
0.008,0.979,0.499,-49.611,7.588,3.740
0.026,0.967,0.512,-36.313,4.504,3.855
0.029,0.961,0.503,-20.504,0.282,3.817
0.032,0.957,0.451,-9.779,0.359,3.351
0.043,0.947,0.390,-3.137,1.313,2.145
0.055,0.932,0.339,-3.756,1.855,-0.756
0.026,0.942,0.318,-3.038,1.672,-1.450
0.038,0.926,0.304,-3.504,2.634,-1.595
0.044,0.914,0.294,-5.420,2.527,-4.557
0.028,0.905,0.292,-6.893,1.557,-6.908
0.022,0.914,0.282,-7.733,3.313,-9.656
-0.037,0.934,0.295,-8.275,3.992,-9.580
-0.041,0.932,0.306,-6.771,4.153,-6.977
-0.069,0.940,0.331,-2.817,-0.069,-3.351
-0.049,0.928,0.323,0.588,0.450,0.130
-0.013,0.920,0.300,-0.023,0.985,-0.931
-0.023,0.921,0.309,-1.084,1.695,-2.947

0.108,1.081,0.668,46.985,22.053,15.794
0.150,1.166,1.005,87.458,42.519,16.817
0.057,1.074,1.258,159.817,48.962,16.550
0.074,0.921,1.491,250.130,67.145,17.908
-0.171,0.593,1.452,250.130,48.107,29.847
-0.160,0.341,1.114,250.130,7.435,43.305
-0.115,0.152,0.375,250.130,-46.840,42.863
0.001,0.087,-0.404,250.130,-94.779,37.092
0.007,0.130,-1.335,250.130,-110.450,28.473
-0.013,0.268,-2.000,250.130,-99.641,27.214
0.047,0.289,-2.000,188.924,-49.153,23.443
0.019,0.292,-1.953,32.588,-9.656,10.710
-0.107,0.270,-1.368,-43.573,2.374,6.962
-0.150,0.367,-1.025,-81.435,-19.519,11.618
-0.098,0.419,-0.911,-89.282,-29.878,14.573
-0.045,0.508,-0.952,-98.580,-23.160,11.664
-0.008,0.560,-0.983,-117.496,-14.939,5.649
0.001,0.596,-0.986,-144.603,-1.672,-1.458
-0.011,0.656,-0.992,-178.031,10.679,-5.618
-0.006,0.689,-0.944,-217.290,20.099,-6.565
0.022,0.709,-0.863,-250.137,32.969,-9.725
0.009,0.708,-0.733,-250.137,43.008,-13.427
-0.017,0.709,-0.601,-250.137,52.611,-13.832
-0.031,0.684,-0.367,-250.137,55.359,-18.679
-0.087,0.687,-0.112,-250.137,52.496,-20.275
-0.115,0.709,0.180,-250.137,49.695,-15.344
-0.129,0.814,0.455,-250.137,31.611,-11.603
-0.132,0.865,0.660,-250.137,22.824,-2.260
-0.051,0.911,0.815,-214.893,19.489,4.840
-0.006,0.923,0.842,-153.107,7.015,4.000
0.025,0.962,0.773,-100.969,3.763,0.573
0.030,0.969,0.642,-67.756,6.809,-2.229
0.021,0.979,0.523,-52.695,6.710,-5.229
0.007,0.982,0.489,-45.496,7.534,-4.641
0.015,0.956,0.449,-38.153,8.794,-2.985
-0.005,0.965,0.474,-28.954,3.412,-1.084
0.002,0.946,0.492,-14.916,1.786,3.015
0.027,0.920,0.431,-4.916,2.557,3.779
0.041,0.914,0.389,-1.099,2.519,1.527
0.032,0.917,0.358,-0.687,2.710,-0.427
0.024,0.921,0.329,-3.588,0.924,-1.824
0.002,0.928,0.320,-5.916,1.885,-0.359
-0.006,0.921,0.360,-3.840,-0.206,0.687
0.008,0.908,0.354,1.176,-0.069,1.069
0.009,0.904,0.337,3.565,-1.832,-0.145
0.004,0.905,0.306,2.924,-0.298,-1.908
0.013,0.906,0.289,-0.107,3.473,-3.389
-0.002,0.906,0.295,-3.542,5.237,-5.053
-0.014,0.917,0.326,-5.084,6.336,-5.954
-0.056,0.922,0.342,-2.878,2.031,-4.458

0.083,1.033,0.735,31.000,32.366,5.450
0.111,1.083,0.962,62.779,46.985,2.679
0.073,1.121,1.261,119.550,48.771,1.435
-0.146,0.931,1.461,220.542,38.099,19.122
-0.241,0.724,1.446,250.130,26.237,33.466
-0.255,0.567,1.161,250.130,5.443,52.817
-0.232,0.371,0.655,250.130,-31.183,65.634
-0.094,0.214,0.031,250.130,-88.443,72.626
0.044,0.118,-0.716,250.130,-119.672,64.916
0.123,0.184,-1.371,250.130,-119.115,46.626
0.047,0.348,-2.000,250.130,-147.221,37.763
0.165,0.256,-2.000,154.710,-69.397,19.313
0.074,0.324,-1.866,27.702,-22.122,-5.733
-0.091,0.403,-1.277,-41.969,-0.244,-8.550
-0.062,0.478,-0.908,-56.420,4.916,-10.992
-0.058,0.488,-0.853,-54.427,7.878,-14.756
-0.034,0.570,-0.968,-72.191,13.870,-19.840
-0.054,0.637,-1.038,-106.107,21.252,-17.939
-0.082,0.677,-1.008,-147.305,29.366,-12.504
-0.033,0.679,-0.944,-190.672,35.489,-10.840
0.039,0.702,-0.846,-237.267,38.466,-15.145
0.029,0.741,-0.757,-250.137,46.168,-20.168
-0.050,0.736,-0.551,-250.137,46.748,-19.779
-0.161,0.738,-0.245,-250.137,49.649,-5.779
-0.107,0.792,0.022,-250.137,47.649,7.550
-0.057,0.791,0.212,-250.137,41.534,7.947
-0.006,0.854,0.307,-250.137,29.344,6.252
0.030,0.913,0.388,-235.992,21.466,1.832
0.037,0.972,0.475,-207.870,17.420,-0.809
0.027,0.970,0.564,-172.878,17.641,-1.832
0.048,0.976,0.596,-135.504,18.573,-2.611
0.052,0.985,0.603,-101.015,14.122,-6.321
0.018,1.000,0.561,-73.901,7.817,-7.695
0.002,1.015,0.557,-48.664,1.084,-3.824
0.014,0.988,0.494,-28.023,2.611,0.824
0.034,0.986,0.422,-16.779,4.160,1.931
0.059,0.965,0.378,-12.290,6.084,1.435
0.085,0.943,0.336,-10.817,7.573,-1.565
0.086,0.937,0.292,-11.290,7.855,-6.458
0.046,0.955,0.285,-12.779,3.725,-9.786
0.014,0.942,0.292,-10.550,2.580,-6.893
-0.005,0.935,0.298,-6.771,0.626,-5.702
-0.008,0.937,0.297,-1.573,-0.206,-2.374
-0.004,0.933,0.271,-0.573,-1.275,-1.481
0.004,0.933,0.260,-1.718,-0.290,-1.336
0.010,0.933,0.281,-2.779,1.519,-1.702
0.024,0.930,0.279,-3.489,2.595,-4.160
0.004,0.933,0.279,-3.389,4.412,-5.809
-0.013,0.943,0.283,-3.740,4.687,-6.489
-0.028,0.939,0.280,-3.542,3.962,-5.267

0.105,1.074,0.683,22.366,33.313,1.847
0.202,1.235,1.009,43.260,62.931,-2.779
0.091,1.316,1.426,91.534,73.672,4.733
-0.187,1.115,1.843,195.275,83.450,22.374
-0.422,0.766,2.000,250.130,49.458,57.855
-0.479,0.306,1.956,250.130,6.817,97.847
-0.330,-0.253,1.332,250.130,-37.924,118.069
-0.140,-0.674,0.458,250.130,-106.206,111.763
-0.020,-0.767,-0.716,250.130,-198.489,81.061
-0.191,-0.152,-2.000,250.130,-250.137,63.275
0.061,-0.118,-2.000,250.130,-178.015,76.939
0.181,-0.108,-2.000,97.321,-38.481,51.046
0.247,-0.110,-2.000,-92.061,16.863,10.779
0.172,0.042,-1.413,-176.168,56.771,-28.153
0.056,0.249,-0.798,-188.756,54.924,-50.824
-0.133,0.496,-0.396,-170.061,21.412,-46.191
-0.212,0.687,-0.336,-130.595,-12.527,-16.130
-0.094,0.695,-0.501,-91.305,-12.511,-0.817
-0.038,0.715,-0.741,-83.779,-5.863,-0.634
-0.010,0.735,-0.906,-101.695,3.496,-0.420
0.028,0.746,-1.018,-142.710,14.023,-1.008
0.084,0.761,-1.030,-195.824,25.191,-4.618
0.067,0.762,-0.933,-247.924,38.878,-9.519
0.013,0.761,-0.647,-250.137,50.817,-10.595
0.002,0.742,-0.442,-250.137,56.496,-7.557
-0.012,0.737,-0.247,-250.137,54.977,-7.855
-0.046,0.780,0.031,-250.137,47.466,-10.420
-0.075,0.861,0.232,-250.137,43.550,-10.458
-0.054,0.917,0.368,-238.069,37.221,-6.031
-0.064,0.933,0.451,-201.183,27.557,-5.863
-0.070,0.988,0.461,-163.252,16.939,-4.718
-0.050,1.017,0.436,-130.878,16.794,0.221
-0.026,1.012,0.408,-105.466,21.214,6.824
0.049,1.031,0.373,-97.679,19.832,6.221
-0.003,0.993,0.443,-80.809,18.198,4.947
0.026,1.013,0.465,-61.496,15.366,7.908
0.028,1.006,0.480,-41.015,12.321,10.061
0.055,0.995,0.453,-22.977,7.344,12.412
0.109,0.971,0.374,-11.603,5.183,10.252
