aX,aY,aZ,gX,gY,gZ
-0.311,0.754,-0.020,36.061,-9.282,131.053
-0.300,0.785,-0.023,30.878,-3.771,125.710
-0.289,0.807,-0.019,25.733,-1.374,121.382
-0.280,0.820,-0.023,19.924,0.908,116.237
-0.263,0.849,-0.013,14.809,2.863,111.748
-0.249,0.864,-0.008,9.603,2.282,108.557
-0.241,0.875,0.009,4.084,0.198,106.473
-0.226,0.897,0.007,-0.275,0.595,105.420
-0.219,0.911,0.021,-3.099,5.122,104.336
-0.226,0.921,0.036,-3.771,9.557,104.008
-0.237,0.923,0.043,-3.382,14.527,104.458
-0.245,0.934,0.053,-2.061,20.137,107.786
-0.229,0.960,0.068,-0.275,24.038,112.992
-0.223,0.944,0.099,1.298,26.176,120.641
-0.196,0.948,0.125,2.099,19.206,128.802
-0.159,0.937,0.124,3.023,9.122,135.756
-0.117,0.914,0.155,2.053,-6.771,142.282
-0.063,0.916,0.146,-0.076,-25.893,147.115
-0.013,0.915,0.121,-1.855,-40.664,149.092
0.043,0.913,0.072,-2.321,-47.542,149.893
0.073,0.910,0.059,-0.756,-41.840,148.763
0.065,0.902,0.085,2.344,-31.427,145.763
0.095,0.937,0.044,5.237,-21.885,142.664
0.155,0.923,0.039,6.756,-15.282,141.168
0.164,0.928,0.042,8.160,-8.710,141.802
0.190,0.914,0.074,9.176,0.229,141.008
0.210,0.902,0.074,8.466,4.473,139.305
0.252,0.910,0.055,7.137,6.237,134.176
0.258,0.902,0.073,5.641,7.313,127.947
0.277,0.897,0.075,4.580,8.550,120.275
0.300,0.901,0.063,3.191,8.328,112.214
0.316,0.905,0.047,2.282,9.389,103.756
0.325,0.896,0.065,1.092,9.267,95.985
0.324,0.885,0.090,-0.031,7.405,88.137
0.351,0.903,0.068,-1.855,5.489,80.458
0.370,0.895,0.071,-4.145,3.267,71.748
0.376,0.898,0.070,-5.847,3.550,63.916
0.395,0.900,0.061,-6.649,5.389,56.000
0.408,0.905,0.068,-6.595,9.389,48.664
0.415,0.898,0.057,-6.382,12.870,41.397
0.426,0.896,0.069,-5.824,15.985,34.603
0.406,0.886,0.096,-4.954,18.038,27.198
0.408,0.888,0.099,-3.389,19.481,20.511
0.401,0.874,0.108,-2.679,18.336,14.756
0.394,0.886,0.117,-2.267,14.901,9.588
0.396,0.891,0.120,-2.550,9.221,5.565
0.392,0.893,0.125,-2.550,4.534,1.496
0.395,0.905,0.117,-2.740,2.015,-2.183
0.391,0.911,0.121,-2.565,1.649,-5.092
0.373,0.922,0.115,-2.252,2.794,-6.916
0.371,0.926,0.098,-1.153,3.863,-7.412
0.361,0.926,0.111,0.313,5.000,-7.443
0.356,0.928,0.106,1.916,7.069,-7.420
0.339,0.936,0.109,2.863,8.305,-7.153
0.331,0.936,0.122,2.992,7.290,-6.794
0.322,0.939,0.125,3.046,3.076,-6.214
0.316,0.931,0.121,2.985,-2.122,-5.473
0.309,0.937,0.107,3.450,-5.221,-5.084
0.317,0.941,0.108,3.992,-5.496,-4.595
0.314,0.942,0.101,4.656,-4.374,-4.023
0.303,0.950,0.105,5.176,-3.824,-2.878
0.298,0.941,0.097,5.160,-4.733,-1.824
0.297,0.943,0.092,5.137,-6.794,-0.580
0.301,0.945,0.081,5.290,-8.405,0.008
0.303,0.934,0.071,5.137,-8.351,-0.153
0.308,0.946,0.063,4.847,-5.954,-0.725
0.309,0.946,0.057,4.359,-3.878,-1.069
0.311,0.933,0.048,3.573,-2.221,-1.160
0.308,0.939,0.056,2.779,-1.092,-1.481
0.304,0.939,0.053,1.802,0.290,-2.183
0.308,0.942,0.046,0.634,2.000,-2.382
0.302,0.951,0.060,-0.908,3.046,-2.947
0.293,0.948,0.064,-1.947,3.794,-3.389
0.292,0.951,0.066,-2.763,4.695,-3.832
0.296,0.947,0.066,-3.351,4.763,-3.321
0.292,0.943,0.077,-3.221,4.473,-3.389
0.290,0.950,0.073,-3.542,4.504,-3.107
0.281,0.946,0.088,-4.221,2.725,-2.794
0.292,0.945,0.084,-4.466,0.641,-2.160
0.290,0.955,0.082,-4.817,-0.237,-1.489
0.294,0.952,0.080,-4.237,2.618,-0.672
0.290,0.953,0.079,-2.840,5.962,0.573
0.296,0.954,0.093,-1.824,9.168,2.191
0.293,0.961,0.110,-1.321,9.466,3.824
0.289,0.954,0.104,-0.779,8.229,5.122
0.290,0.953,0.111,-0.634,6.282,5.939
0.298,0.953,0.108,-0.496,3.397,6.626
0.305,0.943,0.105,-0.176,1.008,7.244
0.319,0.946,0.101,-0.191,-0.481,7.160
0.326,0.936,0.090,0.412,-0.115,6.573
0.326,0.933,0.088,0.863,1.992,5.412
0.326,0.931,0.070,1.863,3.901,4.107
0.328,0.932,0.078,2.351,5.076,3.275
0.333,0.941,0.074,2.435,5.473,2.870

-1.138,0.547,-0.194,14.313,-6.924,-250.137
-1.526,0.749,-0.258,7.870,6.321,-250.137
-1.878,0.944,-0.194,-2.962,-18.168,-250.137
-2.000,0.945,-0.222,-31.977,-61.214,-250.137
-2.000,0.990,-0.114,-64.298,-91.962,-250.137
-1.973,1.029,-0.177,-81.634,-85.107,-184.710
-2.000,0.940,-0.140,-67.305,-38.527,-92.336
-1.987,0.968,-0.060,-39.405,-5.252,-7.542
-1.967,0.845,0.105,-10.557,4.855,65.214
-1.766,0.735,0.172,7.901,4.061,109.687
-1.506,0.665,0.242,18.511,1.481,145.466
-1.343,0.601,0.268,26.359,-13.954,166.000
-1.188,0.554,0.272,36.885,-28.542,180.290
-1.057,0.523,0.253,46.779,-34.191,189.321
-0.922,0.566,0.188,52.107,-34.206,194.542
-0.836,0.593,0.135,52.916,-31.435,196.153
