aX,aY,aZ,gX,gY,gZ
-0.203,-0.113,-1.856,14.099,-410.278,-65.552
-0.363,-0.220,-1.305,-25.330,-562.988,-56.702
-0.385,-0.282,-0.544,-69.641,-698.242,-35.706
-0.356,-0.352,0.366,-110.779,-799.438,-15.198
-0.296,-0.250,1.348,-155.518,-846.802,11.658
-0.129,-0.045,2.237,-186.340,-833.313,39.490
0.106,0.197,3.090,-183.228,-756.470,60.059
0.323,0.458,3.667,-162.109,-604.675,74.280
0.455,0.674,3.819,-128.052,-407.288,76.050
0.497,0.751,3.505,-73.608,-192.749,61.401
0.513,0.636,2.857,-10.071,-5.432,34.302
0.532,0.419,2.161,37.964,118.103,7.935
0.536,0.242,1.619,60.791,178.589,-5.920
0.545,0.133,1.245,72.144,193.237,-10.315
0.560,0.075,1.035,77.209,174.377,-7.080
0.602,0.124,0.984,63.232,145.142,3.784
0.631,0.221,1.020,41.382,122.925,11.963
0.649,0.272,1.052,25.146,117.920,10.071
0.640,0.270,1.029,11.169,130.981,0.366
0.610,0.248,0.948,0.427,157.349,-10.437
0.669,0.184,0.793,1.892,188.721,-18.860
0.679,0.103,0.636,11.658,212.463,-24.963
0.686,0.053,0.504,18.250,224.854,-26.794
0.713,0.019,0.400,25.818,229.553,-24.963
0.778,-0.016,0.308,34.546,225.525,-21.240
0.810,-0.039,0.247,37.598,214.661,-17.822
0.818,-0.032,0.213,31.555,198.242,-13.611
0.851,-0.022,0.181,25.146,179.504,-9.460
0.885,-0.016,0.152,20.081,162.476,-6.409
0.895,-0.015,0.127,15.137,146.606,-5.310
0.901,-0.020,0.114,8.240,130.859,-4.272
0.908,-0.017,0.111,1.343,116.089,-2.808
0.919,-0.009,0.119,-0.977,101.440,-1.587
0.927,-0.006,0.130,0.916,89.050,-0.549
0.930,-0.017,0.126,5.432,82.092,1.465
0.922,-0.001,0.128,4.761,80.383,2.991
0.916,0.024,0.125,5.188,78.796,4.578
0.940,0.039,0.118,10.437,74.585,7.080
0.951,0.058,0.115,11.597,69.580,9.033
0.958,0.070,0.105,8.728,65.735,9.094
0.949,0.071,0.093,5.310,64.087,6.653
0.954,0.067,0.072,0.854,63.721,4.272
