aX,aY,aZ,gX,gY,gZ
0.468,-0.442,0.064,6.470,46.692,197.510
0.520,-0.383,0.009,2.502,42.786,185.791
0.574,-0.366,-0.026,-0.122,36.499,170.044
0.630,-0.374,-0.040,-2.014,29.785,151.917
0.675,-0.400,-0.041,-3.052,23.804,135.071
0.711,-0.435,-0.036,-3.052,18.982,120.056
0.741,-0.477,-0.023,-1.343,15.625,106.567
0.760,-0.509,-0.011,3.052,13.000,96.680
0.779,-0.530,-0.002,9.277,10.315,91.064
0.760,-0.520,0.000,14.526,8.240,89.111
0.824,-0.531,-0.013,17.395,6.226,88.135
0.827,-0.480,0.024,14.099,1.709,90.149
0.821,-0.477,0.041,20.996,0.000,89.661
0.833,-0.438,0.051,20.325,2.502,88.684
0.842,-0.425,0.013,18.433,6.409,82.947
0.824,-0.467,-0.001,18.616,6.470,77.515
0.850,-0.429,0.001,12.573,5.981,83.496
0.861,-0.366,0.011,7.935,5.615,90.393
0.880,-0.350,0.001,11.169,5.432,87.097
0.889,-0.354,-0.003,10.864,5.005,81.543

0.955,1.115,0.427,-67.871,-83.008,-120.850
0.800,0.968,0.420,-80.811,-50.476,-220.459
0.646,0.593,0.360,-79.407,-15.747,-307.434
0.518,0.282,0.319,-54.382,1.099,-348.877
0.496,0.053,0.314,-15.564,7.629,-367.065
0.399,-0.170,0.284,9.460,17.151,-376.709
0.332,-0.369,0.207,10.864,29.419,-385.193
0.289,-0.568,0.154,-3.418,31.982,-393.799
0.293,-0.863,0.084,-17.883,27.405,-397.278
0.268,-1.187,0.029,-35.706,17.761,-390.625
0.283,-1.520,-0.000,-47.058,5.615,-374.146
0.312,-1.877,-0.024,-46.692,-5.676,-336.243
0.369,-2.103,-0.018,-45.715,-18.250,-269.104
0.456,-2.167,0.041,-37.109,-32.837,-194.519
0.503,-2.078,0.143,-21.362,-43.274,-124.817
0.526,-1.887,0.238,-9.521,-43.640,-64.941
0.571,-1.667,0.306,-3.540,-35.522,-20.386
0.587,-1.476,0.365,2.380,-27.405,7.935
0.628,-1.331,0.403,11.780,-17.700,26.123
0.648,-1.255,0.402,19.287,-4.578,39.124
0.616,-1.233,0.364,26.001,7.690,51.697
0.575,-1.209,0.328,28.625,15.076,67.139
0.552,-1.149,0.314,26.184,19.226,85.999
0.578,-1.096,0.281,24.109,23.987,103.577
0.577,-1.050,0.255,19.714,28.198,117.065
0.554,-0.998,0.237,13.977,31.677,127.502
0.531,-0.938,0.218,13.794,34.668,135.864
0.543,-0.875,0.191,15.137,37.231,142.639
0.568,-0.812,0.165,14.465,38.879,146.851
0.588,-0.771,0.138,14.893,38.208,147.583
0.601,-0.731,0.116,15.503,34.912,146.240
0.640,-0.695,0.103,14.648,30.151,144.165
0.657,-0.631,0.114,12.878,24.048,143.555
0.680,-0.582,0.127,15.442,16.724,141.846
0.710,-0.549,0.143,15.503,11.414,138.000
0.743,-0.533,0.168,10.010,8.118,134.216
0.730,-0.529,0.196,4.333,7.935,132.019
0.766,-0.571,0.251,1.404,11.536,131.714
0.764,-0.418,0.247,-1.831,20.142,137.817
0.817,-0.409,0.158,17.822,27.893,125.305
0.825,-0.405,0.114,21.118,29.785,112.366
0.817,-0.396,0.081,10.254,27.344,105.042
0.815,-0.408,0.065,6.775,21.851,100.281
0.838,-0.394,0.065,3.967,15.381,100.708
0.860,-0.385,0.081,1.587,9.460,100.708
0.867,-0.379,0.099,0.366,6.287,98.999
0.876,-0.376,0.099,-0.732,6.165,96.375
0.884,-0.367,0.093,-1.282,7.019,94.116
0.884,-0.361,0.090,0.610,6.958,93.201
0.883,-0.335,0.089,2.686,7.629,94.238

0.793,1.532,0.250,119.202,-3.235,-37.659
0.645,1.908,0.196,124.878,20.203,-117.126
0.485,1.764,-0.013,75.806,49.255,-250.305
0.098,0.932,-0.011,6.409,42.358,-402.649
-0.064,0.316,0.062,-52.124,22.461,-456.116
-0.093,-0.025,0.183,-66.589,7.019,-457.458
-0.091,-0.188,0.346,-64.697,0.244,-445.374
-0.052,-0.351,0.458,-68.115,11.719,-441.650
-0.024,-0.528,0.494,-63.904,31.372,-454.163
0.003,-0.766,0.457,-59.937,52.734,-475.769
0.087,-1.106,0.374,-68.970,72.632,-479.065
0.153,-1.462,0.276,-88.318,87.830,-474.670
0.211,-1.887,0.168,-97.961,96.924,-464.722
0.320,-2.377,0.046,-93.384,94.666,-422.729
0.410,-2.708,-0.025,-81.909,76.355,-357.483
0.490,-2.914,-0.051,-54.626,48.279,-280.701
0.507,-3.034,-0.025,-17.822,15.503,-194.458
0.481,-2.932,0.087,1.221,-10.925,-93.323
0.498,-2.535,0.217,5.981,-24.902,6.287
0.486,-2.101,0.294,10.559,-26.123,80.627
0.457,-1.751,0.353,10.742,-21.790,125.000
0.428,-1.505,0.399,10.498,-13.916,152.222
0.406,-1.306,0.419,13.916,-1.587,172.180
0.395,-1.131,0.402,19.531,13.123,187.683
0.384,-0.976,0.353,24.780,28.320,197.754
0.390,-0.857,0.293,30.029,39.551,200.806
0.399,-0.765,0.236,31.067,46.143,199.341
0.418,-0.688,0.178,30.396,48.889,195.251
0.442,-0.636,0.129,29.907,47.913,188.660
0.473,-0.589,0.091,27.832,43.640,180.725
0.513,-0.549,0.063,22.095,37.476,173.828
0.562,-0.506,0.049,13.855,31.067,167.114
0.605,-0.484,0.048,9.277,24.536,158.325
0.656,-0.473,0.049,9.277,18.555,147.888
0.689,-0.493,0.056,10.559,13.672,136.475
0.720,-0.517,0.066,9.705,10.742,126.160
0.742,-0.542,0.056,9.094,10.193,118.530
0.651,-0.535,0.084,10.071,9.033,113.342
0.813,-0.518,0.028,18.005,8.850,108.032
0.806,-0.524,0.056,19.714,6.042,100.769
0.786,-0.485,0.088,11.902,6.836,104.797
0.791,-0.465,0.078,19.958,10.010,106.201
0.817,-0.433,0.038,24.048,13.428,102.356
0.835,-0.424,-0.002,24.292,12.207,94.666
0.830,-0.452,0.024,19.226,4.456,93.506
0.859,-0.436,0.055,11.414,0.061,98.938
0.865,-0.432,0.077,11.230,-0.549,100.403
0.873,-0.431,0.072,13.855,2.625,99.548
0.894,-0.423,0.038,15.137,6.653,98.999
0.882,-0.405,0.011,14.343,7.568,97.778

0.805,1.005,0.134,14.648,-122.681,-148.499
0.645,1.010,0.321,-23.254,-129.578,-227.905
0.429,0.776,0.439,-68.298,-111.694,-303.650
0.225,0.450,0.430,-64.514,-78.857,-352.051
0.177,0.268,0.344,-48.706,-47.913,-374.817
0.076,0.196,0.260,-41.260,-33.936,-387.695
-0.041,0.132,0.258,-47.546,-34.363,-399.780
-0.129,-0.046,0.346,-52.063,-42.480,-416.809
-0.145,-0.319,0.422,-47.180,-45.959,-435.669
-0.142,-0.572,0.471,-37.720,-42.847,-453.430
-0.045,-0.888,0.470,-23.560,-36.011,-473.938
0.021,-1.349,0.452,-17.456,-32.288,-491.333
0.091,-1.813,0.471,-45.715,-28.259,-488.525
0.120,-2.310,0.524,-72.754,-29.175,-452.698
0.208,-2.837,0.556,-74.463,-36.682,-413.757
0.172,-3.363,0.661,-70.984,-44.800,-380.432
0.169,-3.623,0.760,-69.702,-48.462,-286.560
0.179,-3.473,0.847,-49.866,-40.894,-128.723
0.222,-2.749,0.858,-5.676,-23.010,39.856
0.239,-2.006,0.829,25.024,-2.319,144.043
0.193,-1.467,0.808,21.851,16.724,183.594
0.200,-1.167,0.775,25.146,30.823,191.528
0.207,-0.985,0.726,35.889,42.847,191.101
0.244,-0.843,0.660,41.138,57.190,188.965
0.271,-0.744,0.574,46.509,70.618,184.265
0.284,-0.707,0.485,51.819,79.163,175.842
0.308,-0.722,0.407,48.889,83.191,166.138
0.326,-0.760,0.356,37.659,82.031,159.424
0.338,-0.785,0.324,24.658,78.247,156.555
0.360,-0.783,0.283,16.357,75.256,156.616
0.386,-0.765,0.234,14.099,72.510,157.104
